weeks,iqscore,proficiency,money,points,irr,friends,early,credit,sex,age,salary,budget,continent
1.0,0.403763365,0.739969909,28,0.954807401,0.164866284,0.04385329,0.439847499,343.19,Female,28,4440,1479.852,Asia
2.0,0.397461721,0.622824609,38,0.944071889,0.216246143,0.058627177,0.638124704,370.7,Female,29,2780,926.574,Europe
1.0,0.226988799,0.904602408,16,1.040059805,0.079752676,0.045868047,0.410327733,248.32,Female,22,6121,2040.1293,Africa
48.0,0.394428872,0.348821074,250,0.988346279,0.137358353,0.053825844,0.492345601,348.51,Female,32,6517,2172.1161,Europe
2.0,0.294627216,0.707260132,18,1.03023541,0.312779188,0.066136435,0.257960528,289.58,Female,23,2780,926.574,Europe
35.0,0.396527541,0.324969828,81,0.866808176,0.220687151,0.04423672,0.322860628,245.56,Female,23,4793,1597.5069,Europe
14.0,0.413301564,0.186023012,19,0.892231762,0.024496466,0.028265679,0.358879834,325.7,Female,27,6680,2226.444,
,0.489336375,0.135867193,21,0.455598414,0.131885901,0.038240779,0.663083255,305.9,Male,26,5507,1835.4831,Europe
30.0,0.373123001,0.359174311,64,0.824281216,0.182468891,0.063289382,0.333916992,417.58,Female,33,4148,1382.5284,Europe
18.0,0.439629863,0.16041939,90,0.718533754,0.01,0.065294676,0.426084787,274.31,Female,24,2921,973.5693,Asia
31.0,0.287860495,0.576843023,231,0.984327197,0.11155466,0.045708425,0.438106209,343.19,Female,28,4897,1632.1701,Asia
5.0,0.344068273,0.352253765,12,0.806242228,0.120002054,0.043797173,0.27614522,274.31,Female,24,5321,1773.4893,Asia
10.0,0.297649382,0.552651167,45,1.042227864,0.15745081,0.039561555,0.271089584,245.56,Female,23,3592,1197.2136,Asia
1.0,0.250867769,0.652756989,19,0.901315033,0.123999499,0.047306813,0.420157135,417.58,Female,33,6121,2040.1293,Africa
46.0,0.38452373,0.367123395,241,1.012718439,0.116923295,0.052770078,0.476172537,380.12,Female,34,6384,2127.7872,Europe
29.0,0.239666844,0.626111448,191,1.008856535,0.119198628,0.043678686,0.289767981,289.58,Female,23,4834,1611.1722,Africa
,0.378553262,0.373042434,135,0.924892366,0.113210455,0.039080672,0.224655136,273.4,Female,23,5907,1968.8031,Europe
2.0,0.272408796,0.790527999,24,0.944640875,0.183102682,0.056205709,0.518678427,325.7,Female,27,5365,1788.1545,Africa
1.0,0.242413179,0.397290677,16,0.78945595,0.081718922,0.078819871,0.649011374,305.9,Female,26,2754,917.9082,Africa
51.0,0.293768365,0.644582808,250,0.986499429,0.108410574,0.049518298,0.505848229,248.32,Male,22,5225,1741.4925,Europe
5.0,0.381835047,0.261392087,7,0.829051137,0.120860055,0.030483054,0.56869781,417.58,Female,33,1643,547.6119,Africa
21.0,0.436082744,0.209985137,33,0.936069965,0.056787685,0.039433911,0.409258425,417.58,Female,33,4507,1502.1831,Europe
2.0,0.311262119,0.857493162,42,1.10736537,0.17423375,0.055608254,0.52182132,380.12,Female,34,5214,1737.8262,Africa
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
7.0,0.420236723,0.149191573,9,0.985947609,0.01,0.030796064,0.181605458,273.4,Female,23,8078,2692.3974,Europe
10.0,0.390126374,0.318136454,34,1.022404075,0.075550444,0.043406375,0.487763733,370.7,Female,29,6172,2057.1276,Asia
2.0,0.277211196,0.63393271,18,0.904930651,0.245153666,0.068302266,0.38527903,274.31,Female,24,2780,926.574,Europe
18.0,0.43984579,0.16234529,84,0.730874956,0.01,0.066036642,0.381240815,245.56,Female,23,2849,949.5717,
28.0,0.199810361,0.9259758,107,0.966731429,0.188281834,0.059247684,0.224274099,273.4,Female,23,7389,2462.7537,Africa
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
,0.399431016,0.389519423,90,0.986035585,0.099852122,0.051017065,0.465233296,248.32,Female,22,5027,1675.4991,Africa
10.0,0.297919202,0.703701437,146,0.981906533,0.120139971,0.048203927,0.394559473,325.7,Female,27,4885,1628.1705,Europe
35.0,0.362290375,0.51551193,250,1.007190585,0.103824578,0.052249376,0.406081527,348.51,Female,32,4951,1650.1683,Europe
3.0,0.26225645,0.446139127,13,1.399823785,0.018159721,0.041774653,0.315812469,355.34,Female,24,5636,1878.4788,Africa
1.0,0.226988799,0.904602408,16,1.040059805,0.079752676,0.045868047,0.410327733,248.32,Female,22,6121,2040.1293,Africa
38.0,0.205054006,0.521017075,205,0.969644904,0.06745059,0.066368572,0.65617156,380.12,Female,34,6789,2262.7737,Europe
,0.310999881,0.546496093,64,1.0,0.167795405,0.041838966,0.500044107,330.34,Female,25,3859,1286.2047,Africa
1.0,0.230287761,0.840205967,18,1.064578295,0.086963825,0.045996942,0.499281943,322.87,Female,25,6121,2040.1293,Africa
21.0,0.436082744,0.209985137,33,0.936069965,0.056787685,0.039433911,0.409258425,417.58,Female,33,4507,1502.1831,Europe
33.0,0.378169644,0.35267815,136,0.876593709,0.109653085,0.039324254,0.227438539,245.56,Female,23,5924,1974.4692,Asia
2.0,0.353051344,0.677965164,29,0.947191238,0.185274795,0.06205127,0.482249707,248.32,Male,22,2780,926.574,Asia
27.0,0.5225409,0.314780444,192,1.298950911,0.114427567,0.048892505,0.983001471,380.12,Female,34,2888,962.5704,Europe
32.0,0.321545551,0.615682125,250,1.031594276,0.11357072,0.048714563,0.541417658,300.83,Female,25,4734,1577.8422,Europe
6.0,0.331523555,0.37445578,16,0.909558058,0.169628009,0.049629796,0.362877786,248.32,Female,22,5309,1769.4897,Asia
14.0,0.314552297,0.538299263,66,1.005635262,0.162491366,0.043103263,0.476592064,337.98,Female,25,3991,1330.2003,Asia
20.0,0.431394331,0.231557265,30,1.01813519,0.063183799,0.037556924,0.399895668,333.18,Female,31,4343,1447.5219,Asia
2.0,0.309949535,0.670498192,19,0.881627798,0.255486518,0.067907453,0.461263269,355.34,Female,24,2780,926.574,Asia
32.0,0.3537419,0.582184196,250,1.010161996,0.108153045,0.049920857,0.504401565,248.32,Female,22,4988,1662.5004,Europe
11.0,0.489821709,0.269361913,30,1.0,0.079142869,0.048238788,0.393260539,330.34,Female,25,7410,2469.753,Asia
11.0,0.29782528,0.640180051,211,1.013610721,0.11819616,0.043405049,0.407850057,333.18,Female,31,5021,1673.4993,Africa
32.0,0.200055361,0.757929087,177,1.020963192,0.080700815,0.071048237,0.474520564,305.9,Female,26,6789,2262.7737,Africa
2.0,0.275829316,0.898125887,29,1.071827173,0.187765718,0.056525756,0.507218003,300.83,Female,25,5161,1720.1613,Africa
26.0,0.523032411,0.307517827,186,1.230211496,0.110674277,0.050453756,0.875256062,370.7,Female,29,2810,936.573,Europe
15.0,0.327634739,0.505028129,74,0.977784157,0.173787311,0.046366252,0.412542224,333.18,Female,31,4144,1381.1952,Africa
4.0,0.386425253,0.406583637,7,0.894058287,0.206722543,0.03456318,0.283715487,245.56,Female,23,2319,772.9227,Africa
2.0,0.280711034,0.467201918,9,0.799745023,0.030273879,0.047806662,0.187602907,245.56,Female,23,6235,2078.1255,Africa
4.0,0.26691354,0.310202688,21,1.030731082,0.01,0.061091945,0.361875117,348.51,Female,32,4542,1513.8486,Europe
1.0,0.233586429,0.888544321,12,0.811526775,0.051418521,0.052218936,0.285374731,274.31,Female,24,6121,2040.1293,Africa
8.0,0.44370683,0.193458602,21,1.091176629,0.01,0.033794146,0.39418444,348.51,Female,32,8062,2687.0646,Asia
8.0,0.395160573,0.339255124,27,0.996791601,0.065721482,0.042527258,0.389047146,305.9,Female,26,6172,2057.1276,Europe
2.0,0.278822078,0.505131781,12,0.970264912,0.054014221,0.043275394,0.388730496,248.32,Female,22,5918,1972.4694,Africa
50.0,0.304262458,0.696534455,250,1.021052241,0.113500267,0.049025081,0.471149236,300.83,Female,25,5155,1718.1615,Asia
11.0,0.295883804,0.647812665,182,1.0,0.10431274,0.046433207,0.460520148,330.34,Male,25,5021,1673.4993,
13.0,0.310999881,0.546496093,64,1.0,0.167795405,0.041838966,0.500044107,330.34,Female,25,3859,1286.2047,Africa
8.0,0.393720937,0.320630282,23,0.958912373,0.059866056,0.043603543,0.306420326,274.31,Female,24,6172,2057.1276,Europe
15.0,0.517714624,0.254379958,64,1.114875436,0.05709834,0.037443176,0.517527282,337.98,Female,25,5507,1835.4831,Asia
41.0,0.374433448,0.36956954,192,0.986942053,0.127549276,0.048544176,0.387117416,322.87,Female,25,6141,2046.7953,Europe
33.0,0.363146215,0.530796349,250,1.006900191,0.096634962,0.051572721,0.460473806,337.98,Female,25,4945,1648.1685,Europe
11.0,0.305081102,0.650450647,197,1.004015207,0.109715156,0.045046426,0.447966158,370.7,Female,29,5021,1673.4993,Africa
4.0,0.26691354,0.310202688,21,1.030731082,0.01,0.061091945,0.361875117,348.51,Female,32,4542,1513.8486,Europe
11.0,0.427089015,0.241180286,18,1.124822736,0.129288852,0.038564477,0.451037914,417.58,Female,33,6062,2020.4646,Asia
25.0,0.379107359,0.460256696,45,1.0,0.291730493,0.05204422,0.519874394,330.34,Female,25,4148,1382.5284,Europe
10.0,0.491107673,0.266810507,26,0.980229557,0.079359211,0.050723869,0.401657403,248.32,Female,22,7410,2469.753,Asia
2.0,0.313694449,0.660518229,22,0.865838766,0.260348618,0.063818045,0.419899076,325.7,Female,27,2780,926.574,Africa
33.0,0.363146215,0.530796349,250,1.006900191,0.096634962,0.051572721,0.460473806,337.98,Female,25,4945,1648.1685,Europe
34.0,0.397789937,0.30776906,75,0.834191024,0.20224531,0.0448892,0.345522612,273.4,Female,23,4941,1646.8353,Asia
1.0,0.413175295,0.793728352,33,1.002314329,0.155504897,0.04404144,0.526508987,248.32,Female,22,4266,1421.8578,Africa
11.0,0.29738909,0.582784653,49,1.09616375,0.190809265,0.039093617,0.369875073,355.34,Female,24,3601,1200.2133,Africa
32.0,0.378553262,0.373042434,135,0.924892366,0.113210455,0.039080672,0.224655136,273.4,Female,23,5907,1968.8031,Europe
,0.385951806,0.606392145,28,0.92357403,0.318493038,0.041494332,0.307068944,274.31,Female,24,4148,1382.5284,Europe
1.0,0.403763365,0.739969909,28,0.954807401,0.164866284,0.04385329,0.439847499,343.19,Female,28,4440,1479.852,Asia
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
15.0,0.32017466,0.519282222,71,0.985901952,0.172975555,0.045281518,0.491533279,380.12,Female,34,4045,1348.1985,Africa
13.0,0.480091692,0.148104116,17,0.398816675,0.368711561,0.04087536,0.572113276,343.19,Male,28,5507,1835.4831,Asia
,0.26262843,0.384078473,16,1.216248751,0.035090152,0.048407104,0.391987175,305.9,Female,26,4542,1513.8486,Africa
20.0,0.431394331,0.231557265,30,1.01813519,0.063183799,0.037556924,0.399895668,333.18,Female,31,4343,1447.5219,Asia
4.0,0.382369916,0.32401365,8,1.02138865,0.184620485,0.03090463,0.51407814,337.98,Female,25,1643,547.6119,Asia
10.0,0.490492567,0.259757161,27,0.979062915,0.078880899,0.04975684,0.394577414,322.87,Female,25,7410,2469.753,Asia
34.0,0.363263396,0.538560152,250,1.017375708,0.098153003,0.051957138,0.482792258,370.7,Female,29,5058,1685.8314,Europe
16.0,0.383027893,0.413042992,69,0.979287088,0.099586695,0.045366246,0.268543661,245.56,Female,23,5027,1675.4991,Europe
7.0,0.420236723,0.149191573,9,0.985947609,0.01,0.030796064,0.181605458,273.4,Female,23,8078,2692.3974,Europe
2.0,0.246919598,0.420930028,19,0.93076551,0.090463072,0.074946634,0.673261225,322.87,Female,25,2754,917.9082,Africa
35.0,0.396527541,0.324969828,81,0.866808176,0.220687151,0.04423672,0.322860628,245.56,Female,23,4793,1597.5069,Europe
50.0,0.400329554,0.352606684,250,1.014451504,0.119330473,0.053225122,0.493622154,417.58,Female,33,6605,2201.4465,Europe
1.0,0.242413179,0.397290677,16,0.78945595,0.081718922,0.078819871,0.649011374,305.9,Female,26,2754,917.9082,Africa
37.0,0.402697806,0.344509214,93,0.912702501,0.172483116,0.04290751,0.320188165,355.34,Female,24,4670,1556.511,Europe
23.0,0.498948146,0.220429942,128,0.832182407,0.01,0.053014074,0.828688025,248.32,Female,22,3604,1201.2132,Africa
,0.290124618,0.736970782,116,0.955676377,0.110040225,0.051611837,0.265298158,273.4,Female,23,5109,1702.8297,Asia
24.0,0.384801852,0.51681453,40,0.993710518,0.430071384,0.049477741,0.459037125,248.32,Female,22,4148,1382.5284,Europe
2.0,0.264673465,0.374050915,22,0.989187121,0.1609184,0.076722905,0.686673522,417.58,Female,33,2754,917.9082,Asia
2.0,0.4011855,0.600495398,39,0.910729587,0.2310718,0.057413489,0.624319196,380.12,Female,34,2780,926.574,Africa
1.0,0.235605031,0.928018749,13,0.895133495,0.057839911,0.050839864,0.366427451,355.34,Female,24,6121,2040.1293,Asia
10.0,0.491107673,0.266810507,26,0.980229557,0.079359211,0.050723869,0.401657403,248.32,Female,22,7410,2469.753,
6.0,0.348686439,0.314475179,12,0.794620514,0.153701276,0.045742102,0.325384319,343.19,Female,28,5304,1767.8232,Europe
22.0,0.387030032,0.56594187,36,0.968925238,0.396684885,0.046372138,0.406022877,305.9,Female,26,4148,1382.5284,Europe
18.0,0.425370917,0.239149913,25,1.011321664,0.073835358,0.036749884,0.446498871,337.98,Female,25,4005,1334.8665,Asia
2.0,0.277211196,0.63393271,18,0.904930651,0.245153666,0.068302266,0.38527903,274.31,Female,24,2780,926.574,Europe
2.0,0.264673465,0.374050915,22,0.989187121,0.1609184,0.076722905,0.686673522,417.58,Female,33,2754,917.9082,Asia
2.0,0.318764455,0.473636299,15,1.093039513,0.047646537,0.041529212,0.40498355,380.12,Female,34,6611,2203.4463,Africa
28.0,0.367056584,0.426103562,60,0.966743588,0.192278147,0.065138161,0.419988483,333.18,Female,31,4148,1382.5284,Europe
16.0,0.4384057,0.107789844,64,0.406238943,0.054977842,0.06750378,0.495396286,289.58,Female,23,2849,949.5717,Asia
15.0,0.32017466,0.519282222,71,0.985901952,0.172975555,0.045281518,0.491533279,380.12,Female,34,4045,1348.1985,Africa
18.0,0.426999663,0.235534206,26,1.000581384,0.070192635,0.036320593,0.47027427,370.7,Female,29,4163,1387.5279,Asia
15.0,0.32017466,0.519282222,71,0.985901952,0.172975555,0.045281518,0.491533279,380.12,Female,34,4045,1348.1985,Africa
3.0,0.26262843,0.384078473,16,1.216248751,0.035090152,0.048407104,0.391987175,305.9,Female,26,4542,1513.8486,
20.0,0.398142755,0.375928104,94,0.985872567,0.101984538,0.051341727,0.450773299,322.87,Female,25,5027,1675.4991,Asia
8.0,0.435287914,0.160491809,12,0.851706564,0.01,0.035236694,0.294996709,305.9,Female,26,6149,2049.4617,Asia
2.0,0.305630865,0.815165937,39,1.059797168,0.186187878,0.056025572,0.561077952,370.7,Female,29,5260,1753.158,Africa
8.0,0.435287914,0.160491809,12,0.851706564,0.01,0.035236694,0.294996709,305.9,Female,26,6149,2049.4617,Asia
31.0,0.202732276,0.811091244,151,1.031894207,0.104373045,0.068564877,0.340689749,343.19,Female,28,7128,2375.7624,Europe
1.0,0.410423858,0.744542599,25,0.917943656,0.168685526,0.04426495,0.378894269,274.31,Female,24,4600,1533.18,Africa
,0.369644064,0.405775964,31,0.980590284,0.112870052,0.046284381,0.331601679,325.7,Female,27,6025,2008.1325,Europe
1.0,0.249423346,0.686867654,19,0.935356677,0.132335186,0.046948418,0.367505759,348.51,Female,32,6121,2040.1293,Africa
,0.450540332,0.216092989,12,0.933944464,0.01,0.029958731,0.249779314,245.56,Male,23,8062,2687.0646,Asia
35.0,0.380296797,0.351448178,143,0.88389945,0.106812261,0.039405663,0.266314775,355.34,Female,24,5833,1944.1389,Europe
32.0,0.378553262,0.373042434,135,0.924892366,0.113210455,0.039080672,0.224655136,273.4,Female,23,5907,1968.8031,Europe
,0.426991335,0.232655793,17,1.096799374,0.08576227,0.0390229,0.416744322,333.18,Male,31,6062,2020.4646,Europe
4.0,0.385296251,0.325018287,8,0.981705487,0.188613608,0.030848645,0.519653738,322.87,Female,25,1643,547.6119,Africa
1.0,0.228928239,0.993984818,11,0.75269568,0.033991098,0.057298772,0.200052559,289.58,Female,23,6121,2040.1293,Asia
56.0,0.453458369,0.248846501,201,0.87075752,0.097062491,0.042320963,0.405144542,417.58,Female,33,5827,1942.1391,Europe
7.0,0.427146804,0.14183481,10,0.9955917,0.01,0.031180197,0.154627383,274.31,Male,24,8225,2741.3925,Asia
37.0,0.37818498,0.374728709,161,0.938573182,0.124488905,0.042376749,0.318223476,325.7,Female,27,5750,1916.475,Europe
,0.324891598,0.469359607,14,1.046512008,0.057176679,0.042675205,0.480246693,337.98,Female,25,6235,2078.1255,
1.0,0.41129988,0.750513613,22,0.909781218,0.14922069,0.043946389,0.289289743,289.58,Female,23,4830,1609.839,Africa
7.0,0.442778431,0.199664056,20,1.107401729,0.01,0.032748476,0.395172834,333.18,Female,31,8062,2687.0646,Africa
9.0,0.431343902,0.217263386,15,1.037491679,0.057630818,0.037310213,0.375142395,337.98,Female,25,6062,2020.4646,Africa
29.0,0.239666844,0.626111448,191,1.008856535,0.119198628,0.043678686,0.289767981,289.58,Female,23,4834,1611.1722,Africa
1.0,0.403763365,0.739969909,28,0.954807401,0.164866284,0.04385329,0.439847499,343.19,Female,28,4440,1479.852,Asia
1.0,0.419997494,0.799250484,33,1.037202239,0.161579683,0.044313308,0.585630059,300.83,Female,25,4259,1419.5247,Africa
7.0,0.392953566,0.292564839,20,0.908371627,0.041199815,0.043546833,0.245099545,289.58,Female,23,6172,2057.1276,Europe
15.0,0.52569383,0.246409088,60,1.079853535,0.111489676,0.036626596,0.577488422,370.7,Female,29,5507,1835.4831,Asia
5.0,0.449355089,0.218401209,12,0.925584555,0.01,0.029881576,0.228433177,273.4,Male,23,8062,2687.0646,Europe
7.0,0.420236723,0.149191573,9,0.985947609,0.01,0.030796064,0.181605458,273.4,Female,23,8078,2692.3974,Europe
2.0,0.263159765,0.417116314,26,1.080559492,0.164732978,0.077550188,0.626753628,348.51,Female,32,2754,917.9082,Africa
10.0,0.297649382,0.552651167,45,1.042227864,0.15745081,0.039561555,0.271089584,245.56,Female,23,3592,1197.2136,Asia
1.0,0.224351241,0.919802129,15,0.998617232,0.071512967,0.046678241,0.392377019,300.83,Female,25,6121,2040.1293,Africa
,0.524758805,0.2622284,155,1.0,0.079740137,0.051812794,0.763503551,330.34,Female,25,2871,956.9043,Europe
4.0,0.266118905,0.327868015,21,1.079333067,0.01,0.061539557,0.387409627,333.18,Female,31,4542,1513.8486,Africa
7.0,0.392576481,0.314026207,22,0.946711361,0.057210203,0.043657597,0.256634086,245.56,Female,23,6172,2057.1276,Asia
2.0,0.282536569,0.777288616,31,1.007269025,0.161216632,0.058491349,0.62514329,322.87,Female,25,5453,1817.4849,Africa
,0.491107673,0.266810507,26,0.980229557,0.079359211,0.050723869,0.401657403,248.32,Female,22,7410,2469.753,Asia
12.0,0.395868136,0.373888254,24,0.855477631,0.094049037,0.045922745,0.211947381,273.4,Female,23,6289,2096.1237,Africa
30.0,0.201580123,0.760609448,121,0.928952456,0.170494765,0.068347029,0.31998226,355.34,Female,24,7126,2375.0958,Europe
10.0,0.307096484,0.702127874,161,0.99787879,0.128667384,0.047408078,0.46377188,300.83,Female,25,4722,1573.8426,Asia
34.0,0.198212003,0.625672519,190,1.026508331,0.077012576,0.07559374,0.481143594,248.32,Female,22,6789,2262.7737,Europe
9.0,0.486047374,0.244839132,17,0.793593585,0.078413516,0.048216164,0.231214583,245.56,Female,23,7410,2469.753,Europe
17.0,0.329647591,0.342735469,43,0.971220672,0.066287942,0.057408314,0.473686635,370.7,Female,29,5734,1911.1422,Africa
7.0,0.430215258,0.135845378,10,0.976755381,0.01,0.032540455,0.171041936,355.34,Female,24,8299,2766.0567,
36.0,0.201934767,0.514498055,196,0.961921811,0.037817843,0.071287051,0.547411919,337.98,Female,25,6789,2262.7737,Africa
1.0,0.415690535,0.703784764,23,0.842583239,0.154641688,0.044188034,0.28927353,273.4,Female,23,4749,1582.8417,Asia
5.0,0.450540332,0.216092989,12,0.933944464,0.01,0.029958731,0.249779314,245.56,Male,23,8062,2687.0646,Asia
,0.25216058,0.440954179,22,1.036938906,0.160062194,0.077074923,0.681121171,337.98,Female,25,2754,917.9082,Africa
18.0,0.377382921,0.534763038,19,0.829513371,0.286037475,0.038496576,0.363033712,289.58,Female,23,4283,1427.5239,Europe
4.0,0.383811745,0.317757428,8,1.0,0.16533643,0.030830028,0.54891336,330.34,Female,25,1643,547.6119,Asia
8.0,0.436327782,0.183505118,13,0.898079753,0.027608842,0.035088267,0.346416712,248.32,Female,22,6062,2020.4646,Asia
16.0,0.4384057,0.107789844,64,0.406238943,0.054977842,0.06750378,0.495396286,289.58,Female,23,2849,949.5717,Asia
19.0,0.437534305,0.152953535,93,0.684177518,0.01,0.063844748,0.526506722,355.34,Female,24,2758,919.2414,Europe
4.0,0.263546664,0.367785603,20,1.197120905,0.01,0.059575062,0.400986493,370.7,Female,29,4542,1513.8486,Asia
4.0,0.38531139,0.366048306,8,0.962983668,0.221429914,0.031034237,0.53455168,248.32,Female,22,1643,547.6119,Africa
13.0,0.485216423,0.134332076,17,0.382910192,0.305473924,0.039510578,0.816337764,325.7,Male,27,5507,1835.4831,Europe
32.0,0.200055361,0.757929087,177,1.020963192,0.080700815,0.071048237,0.474520564,305.9,Female,26,6789,2262.7737,Africa
11.0,0.489821709,0.269361913,30,1.0,0.079142869,0.048238788,0.393260539,330.34,Female,25,7410,2469.753,Asia
13.0,0.416272057,0.18589735,18,0.879507065,0.029471023,0.026617069,0.325447053,355.34,Female,24,6565,2188.1145,Africa
9.0,0.486047374,0.244839132,17,0.793593585,0.078413516,0.048216164,0.231214583,245.56,Female,23,7410,2469.753,Europe
10.0,0.307096484,0.702127874,161,0.99787879,0.128667384,0.047408078,0.46377188,300.83,Female,25,4722,1573.8426,Asia
4.0,0.387484807,0.417187244,7,0.921328485,0.207176194,0.035732269,0.260315269,289.58,Male,23,2319,772.9227,Africa
8.0,0.483347807,0.230841503,15,0.729693353,0.072339125,0.047600288,0.261908233,273.4,Female,23,7410,2469.753,Africa
10.0,0.297649382,0.552651167,45,1.042227864,0.15745081,0.039561555,0.271089584,245.56,Female,23,3592,1197.2136,Asia
19.0,0.399999087,0.397401243,88,0.990860283,0.101565003,0.049483053,0.476992995,300.83,Female,25,5027,1675.4991,Africa
19.0,0.429025386,0.234646767,28,1.013528228,0.066686742,0.036326215,0.475820214,380.12,Female,34,4322,1440.5226,Africa
27.0,0.364967259,0.477856576,56,1.063462734,0.218609646,0.062370934,0.522559762,380.12,Female,34,4148,1382.5284,Europe
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
4.0,0.387484807,0.417187244,7,0.921328485,0.207176194,0.035732269,0.260315269,289.58,Male,23,2319,772.9227,Africa
38.0,0.37965276,0.38988322,170,0.950504899,0.113901645,0.044419758,0.358706206,305.9,Female,26,5729,1909.4757,
33.0,0.368038436,0.533098459,250,1.0,0.104436666,0.051013555,0.488508761,330.34,Female,25,4945,1648.1685,Africa
2.0,0.4011855,0.600495398,39,0.910729587,0.2310718,0.057413489,0.624319196,380.12,Female,34,2780,926.574,Africa
12.0,0.403529582,0.373652637,23,0.830406487,0.089186676,0.046962325,0.203472942,289.58,Female,23,5999,1999.4667,
33.0,0.400571109,0.292606741,73,0.81663388,0.188335508,0.045847192,0.368703783,289.58,Female,23,5060,1686.498,Europe
1.0,0.235605031,0.928018749,13,0.895133495,0.057839911,0.050839864,0.366427451,355.34,Female,24,6121,2040.1293,Asia
11.0,0.29782528,0.640180051,211,1.013610721,0.11819616,0.043405049,0.407850057,333.18,Female,31,5021,1673.4993,Africa
13.0,0.305912729,0.584595621,62,1.072497249,0.172559544,0.039884482,0.481597215,248.32,Female,22,4064,1354.5312,Africa
49.0,0.442234096,0.313260078,170,0.97095865,0.131796435,0.045712594,0.455666482,370.7,Female,29,4960,1653.168,
34.0,0.198212003,0.625672519,190,1.026508331,0.077012576,0.07559374,0.481143594,248.32,Female,22,6789,2262.7737,Europe
45.0,0.431216264,0.323524147,137,0.960309088,0.17096816,0.045326643,0.372523963,322.87,Female,25,4424,1474.5192,Europe
11.0,0.295883804,0.647812665,182,1.0,0.10431274,0.046433207,0.460520148,330.34,Male,25,5021,1673.4993,
9.0,0.394852631,0.343361497,29,1.004953504,0.072011426,0.043201007,0.449070126,300.83,Female,25,6172,2057.1276,Asia
2.0,0.4011855,0.600495398,39,0.910729587,0.2310718,0.057413489,0.624319196,380.12,Female,34,2780,926.574,
27.0,0.1993696,1.0,110,1.014113069,0.229548037,0.057008687,0.19043602,289.58,Female,23,7360,2453.088,Europe
8.0,0.395160573,0.339255124,27,0.996791601,0.065721482,0.042527258,0.389047146,305.9,Female,26,6172,2057.1276,Europe
1.0,0.23823398,0.348722756,14,0.659805059,0.045944497,0.08836513,0.55855,355.34,Female,24,3183,1060.8939,Asia
8.0,0.483347807,0.230841503,15,0.729693353,0.072339125,0.047600288,0.261908233,273.4,Female,23,7410,2469.753,Africa
13.0,0.489336375,0.135867193,21,0.455598414,0.131885901,0.038240779,0.663083255,305.9,Male,26,5507,1835.4831,Europe
28.0,0.199810361,0.9259758,107,0.966731429,0.188281834,0.059247684,0.224274099,273.4,Female,23,7389,2462.7537,Africa
7.0,0.318947987,0.305344939,23,0.820159614,0.050911192,0.077786975,0.377261549,348.51,Female,32,5498,1832.4834,Europe
10.0,0.490492567,0.259757161,27,0.979062915,0.078880899,0.04975684,0.394577414,322.87,Female,25,7410,2469.753,Asia
39.0,0.380497016,0.38879177,170,0.935606778,0.141950786,0.04602493,0.399418056,300.83,Female,25,5604,1867.8132,Europe
10.0,0.300828769,0.708080292,127,0.941160619,0.106548585,0.050860271,0.343165725,274.31,Female,24,5128,1709.1624,Europe
37.0,0.402697806,0.344509214,93,0.912702501,0.172483116,0.04290751,0.320188165,355.34,Female,24,4670,1556.511,Europe
2.0,0.304239097,0.461529881,13,1.0,0.06764631,0.044124052,0.51194334,330.34,Female,25,5963,1987.4679,Africa
12.0,0.400271021,0.400718182,17,0.527264535,0.185118601,0.040949576,0.305708736,289.58,Male,23,5507,1835.4831,Asia
31.0,0.287860495,0.576843023,231,0.984327197,0.11155466,0.045708425,0.438106209,343.19,Female,28,4897,1632.1701,Asia
2.0,0.247425453,0.756203175,19,0.889394939,0.134349734,0.056275979,0.358733237,289.58,Female,23,6244,2081.1252,Europe
15.0,0.416379086,0.223185375,21,1.006301641,0.051934287,0.030486062,0.458085239,300.83,Female,25,5543,1847.4819,Europe
12.0,0.400271021,0.400718182,17,0.527264535,0.185118601,0.040949576,0.305708736,289.58,Male,23,5507,1835.4831,Asia
12.0,0.420852117,0.199471489,17,0.915023863,0.048984926,0.02564038,0.248310208,245.56,Female,23,6130,2043.129,Africa
28.0,0.522277238,0.302778393,191,1.285154343,0.096443437,0.046979368,0.9011361,333.18,Female,31,3500,1166.55,Europe
1.0,0.41221087,0.742001414,24,0.902267575,0.158823028,0.044330604,0.315070421,245.56,Female,23,4665,1554.8445,Africa
1.0,0.419997494,0.799250484,33,1.037202239,0.161579683,0.044313308,0.585630059,300.83,Female,25,4259,1419.5247,Africa
48.0,0.282897611,0.712645948,250,0.968241751,0.134096354,0.044915877,0.46393013,355.34,Female,24,5241,1746.8253,Europe
6.0,0.453788201,0.191650674,13,0.845927536,0.01,0.02973103,0.349361807,343.19,Female,28,8062,2687.0646,Africa
1.0,0.235605031,0.928018749,13,0.895133495,0.057839911,0.050839864,0.366427451,355.34,Female,24,6121,2040.1293,Asia
